field	value	known_to_og_impkimmo
root	`March	NO
root	`mare	NO
root	`margarine	NO
root	margi`nalia	NO
root	`margin	NO
root	`marigold	NO
root	mari`juana	NO
root	ma`rimba	NO
root	`marinade	NO
root	ma`rina	NO
root	`marinate	NO
root	ma`rine	NO
root	`mariner	NO
root	mario`nette	NO
root	`marital	NO
root	`maritime	NO
root	`marjoram	NO
root	`market	NO
root	`marketplace	NO
root	`mark	NO
root	`marksman	NO
root	`marlin	NO
root	`marmalade	NO
root	`marmot	NO
root	`mar	NO
root	ma`roon	NO
root	mar`quee	NO
root	`marquess	NO
root	mar`quise	NO
root	mar`quis	NO
root	`marriage	NO
root	`marrowbone	NO
root	`marrow	NO
root	`marry	NO
root	Mar`seilles	NO
root	`marshal	NO
root	`marshland	NO
root	`marshmallow	NO
root	`marsh	NO
root	`Mars	NO
root	`marten	NO
root	`martensite	NO
root	`martial	NO
root	mar`tini	NO
root	`martin	NO
root	`mart	NO
root	`martyr	NO
root	`marvel	NO
root	`Marx	NO
root	`Maryland	NO
root	`Mary	NO
root	mas`cara	NO
root	`masculine	NO
root	`maser	NO
root	`mash	NO
root	`mask	NO
root	`masochism	NO
root	`masochist	NO
root	`mason	NO
root	`masque	NO
root	masque`rade	NO
root	Massa`chusetts	NO
root	`massacre	NO
root	mas`sage	NO
root	mas`seur	NO
root	`massif	NO
root	`massive	NO
root	`mass	NO
root	`mastermind	NO
root	`master	NO
root	`masterpiece	NO
root	`mastery	NO
root	`masticate	NO
root	`mastic	NO
root	`mastiff	NO
root	`mast	NO
root	`mastodon	NO
root	`masturbate	NO
root	`matchbook	NO
root	`matchmake	NO
root	`match	NO
root	`mate	NO
root	ma`terial	NO
root	materi`el	NO
root	ma`ternal	NO
root	ma`ternity	NO
root	`mater	NO
root	mathe`matic	NO
root	`math	NO
root	`maths	NO
root	mati`nee	NO
root	`matins	NO
root	`mat	NO
root	`matriarch	NO
root	mat`riculate	NO
root	matri`lineal	NO
root	`matrimony	NO
root	`matrix	NO
root	`matron	NO
root	`matte	NO
root	`matter	NO
root	`mattock	NO
root	`mattress	NO
root	ma`ture	NO
root	`maudlin	NO
root	`maul	NO
root	Mauri`tania	NO
root	Maur`itius	NO
root	mauso`leum	NO
root	`mauve	NO
root	`maverick	NO
root	`mawkish	NO
root	`maw	NO
root	`maximal	NO
root	`maxim	NO
root	`maximum	NO
root	`maxwell	NO
root	`Maya	NO
root	`maybe	NO
root	`mayhap	NO
root	`mayhem	NO
root	may	NO
root	`May	NO
root	`mayonnaise	NO
root	`mayor	NO
root	`maze	NO
root	ma`zurka	NO
root	mea-culpa	NO
root	`mead	NO
root	`meadowland	NO
root	`meadow	NO
root	`meager	NO
root	`meagre	NO
root	`meal	NO
root	`mealtime	NO
root	`mealy	NO
root	me`ander	NO
root	`mean	NO
root	`means	NO
root	`meantime	NO
root	`meanwhile	NO
root	`measle	NO
root	`measles	NO
root	`measly	NO
root	`measure	NO
root	`meat	NO
root	`Mecca	NO
root	me`chanic	NO
root	`mechanism	NO
root	`mechanist	NO
root	`mechanize	NO
root	me`dallion	NO
root	`medal	NO
root	`meddle	NO
root	me`diaeval	NO
root	`medial	NO
root	`median	NO
root	`mediate	NO
root	`medicate	NO
root	`medicine	NO
root	`medic	NO
root	`medico	NO
root	me`dieval	NO
root	medi`ocre	NO
root	`meditate	NO
root	Mediter`ranean	NO
root	`medium	NO
root	`medley	NO
root	`meek	NO
root	`meetinghouse	NO
root	`meet	NO
root	megalo`maniac	NO
root	megalo`mania	NO
root	`megohm	NO
root	`Mekong	NO
root	`melamine	NO
root	`melancholy	NO
root	Mela`nesia	NO
root	me`lange	NO
root	`melanin	NO
root	mela`noma	NO
root	`Melbourne	NO
root	`meld	NO
root	me`lee	NO
root	`meliorate	NO
root	`mellow	NO
root	`melodrama	NO
root	melodra`matic	NO
root	`melody	NO
root	`melon	NO
root	`meltdown	NO
root	`melt	NO
root	`meltwater	NO
root	`member	NO
root	`membrane	NO
root	me`mento	NO
root	`memoir	NO
root	`memo	NO
root	memora`bilia	NO
root	`memorable	NO
root	`memorandum	NO
root	me`morial	NO
root	`memory	NO
root	`Memphis	NO
root	`menace	NO
root	me`nagerie	NO
root	`menarche	NO
root	men`dacious	NO
root	men`dacity	NO
root	mende`levium	NO
root	men`dicament	NO
root	`mend	NO
root	`menfolk	NO
root	men`haden	NO
root	`menial	NO
root	me`niscus	NO
root	`Mennonite	NO
root	me	NO
root	`menopause	NO
root	`menstrual	NO
root	`menstruate	NO
root	`mensurable	NO
root	mensu`ration	NO
root	`menswear	NO
root	`mental	NO
root	`mention	NO
root	`mentor	NO
root	`menu	NO
root	`mercantile	NO
root	`mercenary	NO
root	`mercer	NO
root	`merchandise	NO
root	`merchant	NO
root	`Mercia	NO
root	mer`curic	NO
root	`mercury	NO
root	`Mercury	NO
root	`mercy	NO
root	`mere	NO
root	mere`tricious	NO
root	mer`ganser	NO
root	`merge	NO
root	me`ridian	NO
root	me`ridional	NO
root	me`ringue	NO
root	`merit	NO
root	`merlin	NO
root	`mermaid	NO
root	`merman	NO
root	`merrymake	NO
root	`merry	NO
root	`mesa	NO
root	`mescaline	NO
root	`mescal	NO
root	mesen`teric	NO
root	`mesh	NO
root	`mesmeric	NO
root	`meson	NO
root	Mesopo`tamia	NO
root	mes`quite	NO
root	`message	NO
root	`messenger	NO
root	mes`siah	NO
root	`messmate	NO
root	`mess	NO
root	meta`bolic	NO
root	me`tabolism	NO
root	me`tabolite	NO
root	me`tabolize	NO
root	metal`liferous	NO
root	metal`lography	NO
root	`metalloid	NO
root	`metallurgy	NO
root	`metal	NO
root	`metalwork	NO
root	meta`morphic	NO
root	meta`morphism	NO
root	meta`morphose	NO
root	meta`morphosis	NO
root	`metaphor	NO
root	me`tastasis	NO
root	me`tastasize	NO
root	me`tathesis	NO
root	me`tathesize	NO
root	`mete	NO
root	`meteorite	NO
root	meteo`ritic	NO
root	`meteor	NO
root	meteo`rology	NO
root	`meter	NO
root	meth`acrylate	NO
root	`methadone	NO
root	`methane	NO
root	`methanol	NO
root	me`think	NO
root	`method	NO
root	metho`dology	NO
root	`methylene	NO
root	`methyl	NO
root	me`ticulous	NO
root	`metier	NO
root	me`tonymy	NO
root	`metre	NO
root	`metric	NO
root	`metro	NO
root	`metronome	NO
root	met`ropolis	NO
root	metro`politan	NO
root	`mettle	NO
root	`mew	NO
root	`Mexico	NO
root	`mezzanine	NO
root	`mezzo	NO
root	M`hammad	NO
root	Mi`ami	NO
root	mi`asma	NO
root	`mica	NO
root	`Michigan	NO
root	`microbe	NO
root	`microcosm	NO
root	Micro`nesia	NO
root	`micron	NO
root	`micro	NO
root	`microscope	NO
root	`mi`croscopy	NO
root	`middleman	NO
root	`middle	NO
root	`middleweight	NO
root	`middling	NO
root	`midge	NO
root	`mid	NO
root	`midriff	NO
root	`midst	NO
root	`midwife	NO
root	`mien	NO
root	`miff	NO
root	`might	NO
root	might	NO
root	mig`non	NO
root	`migrate	NO
root	`mike	NO
root	Mi`lan	NO
root	`milch	NO
root	`mildew	NO
root	`mild	NO
root	`mile	NO
root	`milestone	NO
root	mi`lieu	NO
root	`militant	NO
root	`military	NO
root	`militate	NO
root	mi`litia	NO
root	`milk	NO
root	`milkweed	NO
root	`millenary	NO
root	mil`lenium	NO
root	mil`lennium	NO
root	`millet	NO
root	`milliner	NO
root	`millinery	NO
root	million`aire	NO
root	`million	NO
root	`millipede	NO
root	`mill	NO
root	`millstone	NO
root	mi`lord	NO
root	`milt	NO
root	Mil`waukee	NO
root	`mimeograph	NO
root	`mimeo	NO
root	mi`mesis	NO
root	mi`metic	NO
root	`mimic	NO
root	mina`ret	NO
root	`minatory	NO
root	`mincemeat	NO
root	`mince	NO
root	Minda`nao	NO
root	`mind	NO
root	`minefield	NO
root	`mine	NO
root	`mineral	NO
root	miner`alogy	NO
root	mine`strone	NO
root	`minesweeper	NO
root	`mingle	NO
root	`miniature	NO
root	`minimal	NO
root	`minimax	NO
root	`minim	NO
root	`minimum	NO
root	`mini	NO
root	`minion	NO
root	`minister	NO
root	`mink	NO
root	Minne`apolis	NO
root	Minne`sota	NO
root	`minnow	NO
root	`minor	NO
root	`minstrel	NO
root	`minstrelsy	NO
root	`mint	NO
root	`minuend	NO
root	minu`et	NO
root	`minuscule	NO
root	`minus	NO
root	`minute	NO
root	mi`nute	NO
root	mi`nutia	NO
root	`miracle	NO
root	mi`rage	NO
root	`mire	NO
root	`mirror	NO
root	`mirth	NO
root	`misanthrope	NO
root	miscege`nation	NO
root	miscel`lanea	NO
root	`miscellany	NO
root	`mischief	NO
root	`miscible	NO
root	`miscreant	NO
root	`miser	NO
root	`misery	NO
root	`mishap	NO
root	mis`nomer	NO
root	mi`sogamy	NO
root	mi`sogyny	NO
root	`missile	NO
root	`mission	NO
root	Missis`sippi	NO
root	`missive	NO
root	`miss	NO
root	Mis`soula	NO
root	Mis`souri	NO
root	`missus	NO
root	mis`take	NO
root	`mister	NO
root	`mistletoe	NO
root	`mist	NO
root	`mistress	NO
root	`mite	NO
root	`mitigate	NO
root	`mitre	NO
root	`mitten	NO
root	`mitt	NO
root	`mix	NO
root	`mixup	NO
root	mne`monic	NO
root	`moan	NO
root	`moat	NO
root	`mobile	NO
root	`mob	NO
root	`moccasin	NO
root	`mockingbird	NO
root	`mock	NO
root	`mockup	NO
root	`model	NO
root	`modem	NO
root	`mode	NO
root	`moderate	NO
root	`modern	NO
root	`modest	NO
root	`modicum	NO
root	`modify	NO
root	`modish	NO
root	`modulate	NO
root	`module	NO
root	`modulo	NO
root	`modulus	NO
root	modus-operandi	NO
root	`mogul	NO
root	Mo`hammed	NO
root	`Mohawk	NO
root	`moiety	NO
root	moi`re	NO
root	`moist	NO
root	`molal	NO
root	`molar	NO
root	mo`lasses	NO
root	`moldboard	NO
root	`molding	NO
root	`mold	NO
root	`molecule	NO
root	`molehill	NO
root	`mole	NO
root	mo`lest	NO
root	`mollify	NO
root	`mollusk	NO
root	`mollycoddle	NO
root	`molt	NO
root	Mo`luccas	NO
root	mo`lybdate	NO
root	mo`lybdenite	NO
root	mo`lybdenum	NO
root	`moment	NO
root	mo`mento	NO
root	mo`mentous	NO
root	mo`mentum	NO
root	`mommy	NO
root	`Monaco	NO
root	`monad	NO
root	`monarch	NO
root	`monastery	NO
root	mo`nastic	NO
root	mon`aural	NO
root	`Monday	NO
root	`monetarism	NO
root	`monetarist	NO
root	`monetary	NO
root	`money	NO
root	`monger	NO
root	Mon`golia	NO
root	`Mongol	NO
root	`mongoose	NO
root	`mongrel	NO
root	`monicker	NO
root	`moniker	NO
root	`monism	NO
root	`monitor	NO
root	`monitory	NO
root	`monkey	NO
root	`monk	NO
root	mono`chromator	NO
root	monocoty`ledon	NO
root	mo`nocular	NO
root	mo`nogamy	NO
root	`monogram	NO
root	`monolith	NO
root	`monolog	NO
root	`monologue	NO
root	`monomer	NO
root	mo`nomial	NO
root	mo`noply	NO
root	mo`nopoly	NO
root	`monotone	NO
root	mon`oxide	NO
root	Mon`rovia	NO
root	mon`sieur	NO
root	mon`soon	NO
root	`monster	NO
root	mon`tage	NO
root	Mon`tana	NO
root	Monte`negro	NO
root	`monte	NO
root	`month	NO
root	Monti`cello	NO
root	Mont`pelier	NO
root	Montre`al	NO
root	`monument	NO
root	`mood	NO
root	`moonlight	NO
root	`moonlit	NO
root	`moon	NO
root	`moo	NO
root	`moor	NO
root	`moose	NO
root	`moot	NO
root	`mope	NO
root	`mop	NO
root	mo`raine	NO
root	mo`rale	NO
root	`moral	NO
root	mo`rass	NO
root	mora`torium	NO
root	Mo`ravia	NO
root	`morbid	NO
root	`Morcar	NO
root	mo`rel	NO
root	more	NO
root	more`over	NO
root	`morgen	NO
root	`morgue	NO
root	`moribund	NO
root	`Mormon	NO
root	`morning	NO
root	`morn	NO
root	Mo`rocco	NO
root	`moron	NO
root	mo`rose	NO
root	`morpheme	NO
root	`morphine	NO
root	`morph	NO
root	mor`phology	NO
root	morpho`phoneme	NO
root	morpho`syntax	NO
root	morpho`tactic	NO
root	`morris	NO
root	`morrow	NO
root	`morsel	NO
root	`mortal	NO
root	`mortar	NO
root	`mortgage	NO
root	mortgag`or	NO
root	mor`tician	NO
root	`mortify	NO
root	`mortise	NO
root	`mortuary	NO
root	`mosaic	NO
root	`Moscow	NO
root	`Moslem	NO
root	`mosque	NO
root	mos`quito	NO
root	`moss	NO
root	`mostly	NO
root	most	NO
root	mo`tel	NO
root	`mote	NO
root	mo`tet	NO
root	`mothball	NO
root	`motherland	NO
root	`mother	NO
root	`moth	NO
root	mo`tif	NO
root	`motion	NO
root	`motivate	NO
root	`motive	NO
root	`motley	NO
root	`mot	NO
root	`motorcycle	NO
root	`motor	NO
root	`mottle	NO
root	`motto	NO
root	`moue	NO
root	`mould	NO
root	`mound	NO
root	`mountain	NO
root	`mountainside	NO
root	`mountaintop	NO
root	`mount	NO
root	`mourn	NO
root	`mouse	NO
root	`mousetrap	NO
root	`moustache	NO
root	`mouth	NO
root	`mouthpiece	NO
root	`move	NO
root	`moviego	NO
root	`movie	NO
root	`mow	NO
root	Mozam`bique	NO
root	Mr	NO
root	Mrs	NO
root	much	NO
root	`mucilage	NO
root	`muck	NO
root	mu`cosa	NO
root	`mucus	NO
root	`muddle	NO
root	`mudguard	NO
root	`mud	NO
root	mu`ezzin	NO
root	`muffin	NO
root	`muffle	NO
root	`muff	NO
root	`muggy	NO
root	`mug	NO
root	mu`latto	NO
root	`mulberry	NO
root	`mulch	NO
root	`mulct	NO
root	`mule	NO
root	`mullah	NO
root	`mullein	NO
root	`mulligan	NO
root	mulliga`tawny	NO
root	`mullion	NO
root	`mull	NO
root	multi`farious	NO
root	multi`nomial	NO
root	`multiple	NO
root	`multiplet	NO
root	`multiplex	NO
root	`multiplicand	NO
root	`multiply	NO
root	`multitude	NO
root	`mumble	NO
root	`mummery	NO
root	`mummy	NO
root	`mum	NO
root	`mumps	NO
root	`munch	NO
root	mun`dane	NO
root	`mung	NO
root	`Munich	NO
root	mu`nicipal	NO
root	mu`nificent	NO
root	mu`nition	NO
root	mu	NO
root	`mural	NO
root	`murder	NO
root	muri`atic	NO
root	`murk	NO
root	`murmur	NO
root	`murre	NO
root	`muscle	NO
root	`Muscovite	NO
root	`muse	NO
root	mu`seum	NO
root	`mush	NO
root	`mushroom	NO
root	musi`cale	NO
root	`music	NO
root	musi`cology	NO
root	`muskellunge	NO
root	`musket	NO
root	`muskmelon	NO
root	`musk	NO
root	`muskox	NO
root	`muskrat	NO
root	`Muslim	NO
root	`muslin	NO
root	`mussel	NO
root	`mustache	NO
root	mus`tachio	NO
root	`mustang	NO
root	`mustard	NO
root	`muster	NO
root	must	NO
root	`musty	NO
root	`mutable	NO
root	`mutagen	NO
root	`mutate	NO
root	mutatis-mutandis	NO
root	`muted	NO
root	`mute	NO
root	`mutilate	NO
root	`mutiny	NO
root	`mutter	NO
root	`mutt	NO
root	`mutton	NO
root	`mutual	NO
root	`mutuel	NO
root	`muzzle	NO
root	my`cology	NO
root	`myelin	NO
root	`myeloid	NO
root	`mylar	NO
root	`mynah	NO
root	my	NO
root	myo`cardial	NO
root	myo`cardium	NO
root	my`opia	NO
root	`myosin	NO
root	`myriad	NO
root	`myrrh	NO
root	`myrtle	NO
root	my`self	NO
root	`mystery	NO
root	`mystic	NO
root	`mystify	NO
root	mys`tique	NO
root	`myth	NO
root	myth`ology	NO
root	`nab	NO
root	`nabob	NO
root	`nacho	NO
root	`nacre	NO
root	`nadir	NO
root	Naga`saki	NO
root	`nag	NO
root	`naiad	NO
root	`nail	NO
root	Nai`robi	NO
root	na`ive	NO
root	naive`te	NO
root	`naked	NO
root	namby-`pamby	NO
root	`name	NO
root	`nameplate	NO
root	`namesake	NO
root	na`nometer	NO
root	`nanosecond	NO
root	Nan`tucket	NO
root	`napalm	NO
root	`nape	NO
root	`napkin	NO
root	`Naples	NO
root	`nap	NO
root	Na`poleon	NO
root	`narcissism	NO
root	`narcissist	NO
root	nar`cissus	NO
root	nar`cosis	NO
root	nar`cotic	NO
root	Narra`gansett	NO
root	`narrate	NO
root	`narrow	NO
root	`nary	NO
root	`nasal	NO
root	`nascent	NO
root	`Nashville	NO
root	nas`turtium	NO
root	`nasty	NO
root	`natal	NO
root	`nation	NO
root	`nationwide	NO
root	`native	NO
root	na`tivity	NO
root	`natty	NO
root	`natural	NO
root	`nature	NO
root	`naught	NO
root	`naughty	NO
root	`nausea	NO
root	`nautical	NO
root	`nautilus	NO
root	`Navajo	NO
root	`naval	NO
root	`navel	NO
root	`nave	NO
root	`navigate	NO
root	`navy	NO
root	nay	NO
root	Naza`rene	NO
root	`Nazareth	NO
root	`Nazi	NO
root	ne`anderthal	NO
root	`neap	NO
root	near`by	NO
root	`near	NO
root	near	NO
root	neath	NO
root	`neat	NO
root	Ne`braska	NO
root	`nebula	NO
root	`nebulous	NO
root	`necessary	NO
root	ne`cessity	NO
root	`necklace	NO
root	`neckline	NO
root	`neck	NO
root	`necktie	NO
root	`necromancer	NO
root	`necromancy	NO
root	necro`mantic	NO
root	`necropsy	NO
root	ne`crosis	NO
root	ne`crotic	NO
root	`nectar	NO
root	`nectary	NO
root	`needle	NO
root	`needlepoint	NO
root	`needlework	NO
root	`need	NO
root	need	NO
root	`nee	NO
root	ne`gate	NO
root	ne`glect	NO
root	`negligee	NO
root	`negligent	NO
root	`negligible	NO
root	ne`gotiate	NO
root	`negro	NO
root	`neighbor	NO
root	`neighbour	NO
root	`neither	NO
root	`nemesis	NO
root	neo`dymium	NO
root	neo`lithic	NO
root	ne`ologism	NO
root	`neonate	NO
root	`neon	NO
root	`neophyte	NO
root	`neoprene	NO
root	Ne`pal	NO
root	ne`penthe	NO
root	`nephew	NO
root	`nepotism	NO
root	`Neptune	NO
root	nep`tunium	NO
root	`nerve	NO
root	`nestle	NO
root	`nest	NO
root	`Netherlands	NO
root	`nether	NO
root	`netherworld	NO
root	`net	NO
root	`nettle	NO
root	`network	NO
root	neu`ralgia	NO
root	`neural	NO
root	neuras`thenic	NO
root	neu`ritis	NO
root	neuroa`natomy	NO
root	neurolin`guistic	NO
root	neu`rology	NO
root	neuro`muscular	NO
root	`neuron	NO
root	neuropa`thology	NO
root	neurophysi`ology	NO
root	neuropsychi`atric	NO
root	neu`rosis	NO
root	neu`rotic	NO
root	`neuter	NO
root	`neutral	NO
root	neu`trino	NO
root	`neutron	NO
root	Ne`vada	NO
root	`never	NO
root	neverthe`less	NO
root	`Newark	NO
root	new`born	NO
root	`newel	NO
root	new`fangled	NO
root	`Newfoundland	NO
root	new`found	NO
root	`newlywed	NO
root	`new	NO
root	`Newport	NO
root	`newsboy	NO
root	`newscaster	NO
root	`newscast	NO
root	`newsletter	NO
root	`newsmake	NO
root	`news	NO
root	`newspaper	NO
root	`newsreel	NO
root	`newsstand	NO
root	`newswire	NO
root	`newt	NO
root	`newton	NO
root	`Newton	NO
root	next	NO
root	Ni`agara	NO
root	`nibble	NO
root	`nib	NO
root	Nica`ragua	NO
root	`nice	NO
root	`niche	NO
root	`nichrome	NO
root	`nickel	NO
root	`nickname	NO
root	`nick	NO
root	Nico`sia	NO
root	`nicotine	NO
root	`niece	NO
root	`nifty	NO
root	Ni`geria	NO
root	`Niger	NO
root	`niggard	NO
root	`nigger	NO
root	`niggle	NO
root	`nigh	NO
root	`nightcap	NO
root	`nightclub	NO
root	`nightdress	NO
root	`nightfall	NO
root	`nightgown	NO
root	`nighthawk	NO
root	`nightingale	NO
root	`nightmare	NO
root	`night	NO
root	`nightshirt	NO
root	`nightstick	NO
root	`nighttime	NO
root	`nihilism	NO
root	`nihilist	NO
root	`Nile	NO
root	`nil	NO
root	`nilpotent	NO
root	`nimble	NO
root	`nimbus	NO
root	`nine	NO
root	nine`teen	NO
root	`ninety	NO
root	`ninth	NO
root	ni`obium	NO
root	`nip	NO
root	`nipple	NO
root	nir`vana	NO
root	`nit	NO
root	`nitpick	NO
root	`nitrate	NO
root	`nitric	NO
root	`nitride	NO
root	`nitrite	NO
root	`nitrogen	NO
root	nitro`glycerine	NO
root	`nitrous	NO
root	nitty-`gritty	NO
root	`nix	NO
root	-	NO
root	no`belium	NO
root	`nobleman	NO
root	`noble	NO
root	no`blesse	NO
root	nobless-oblige	NO
root	`nob	NO
root	`nobody	NO
root	noc`turnal	NO
root	`nocturne	NO
root	`node	NO
root	`nod	NO
root	`nodule	NO
root	`nohow	NO
root	`noise	NO
root	`noisome	NO
root	`nomad	NO
root	no`menclature	NO
root	`nominal	NO
root	`nominate	NO
root	nomi`nee	NO
root	`nomograph	NO
root	nonage`narian	NO
root	`nonce	NO
root	noncha`lant	NO
root	non-compos-mentis	NO
root	nondes`cript	NO
root	none	NO
root	nonethe`less	NO
root	no`nillion	NO
root	no	NO
root	`nonplus	NO
root	non-sequitur	NO
root	`noodle	NO
root	`nook	NO
root	`noon	NO
root	`noontime	NO
root	`noose	NO
root	`noplace	NO
root	nor'`easter	NO
root	`Norfolk	NO
root	`Normandy	NO
root	`Norman	NO
root	`norm	NO
root	nor	NO
root	`Norse	NO
root	`northbound	NO
root	north`easterly	NO
root	north`eastern	NO
root	north`easter	NO
root	north`east	NO
root	`northerly	NO
root	`northerner	NO
root	`northern	NO
root	`northland	NO
root	`north	NO
root	North`umbria	NO
root	north`westerly	NO
root	north`western	NO
root	north`west	NO
root	`Norway	NO
root	`nosebag	NO
root	`nosebleed	NO
root	`nosegay	NO
root	`nose	NO
root	nos`talgia	NO
root	`nostril	NO
root	`notary	NO
root	`notch	NO
root	`notebook	NO
root	`note	NO
root	`nothingness	NO
root	`nothing	NO
root	`notice	NO
root	`notion	NO
root	not	NO
root	noto`riety	NO
root	no`torious	NO
root	notwith`standing	NO
root	`nought	NO
root	`noun	NO
root	`nourish	NO
root	nou`veau	NO
root	nouveau-riche	NO
root	`nova	NO
root	no`vella	NO
root	`novel	NO
root	No`vember	NO
root	`novice	NO
root	no`vitiate	NO
root	`nowadays	NO
root	`noway	NO
root	`noways	NO
root	`nowhere	NO
root	`nowise	NO
root	now	NO
root	`noxious	NO
root	`nozzle	NO
root	n't	NO
root	`nuance	NO
root	`nubile	NO
root	`nuclear	NO
root	nu`cleic	NO
root	nucle`olus	NO
root	`nucleon	NO
root	`nucleotide	NO
root	`nucleus	NO
root	`nuclide	NO
root	`nude	NO
root	`nudge	NO
root	`nugatory	NO
root	`nugget	NO
root	`nuisance	NO
root	`null	NO
root	`number	NO
root	`numb	NO
root	`numeral	NO
root	`numerate	NO
root	numer`ology	NO
root	`numerous	NO
root	`numinous	NO
root	numis`matic	NO
root	nu`mismatist	NO
root	`nun	NO
root	nu	NO
root	`nuptial	NO
root	`nursemaid	NO
root	`nurse	NO
root	`nursery	NO
root	`nurture	NO
root	`nutate	NO
root	`nutcracker	NO
root	`nuthatch	NO
root	`nutmeg	NO
root	`nut	NO
root	`nutria	NO
root	`nutrient	NO
root	nu`trition	NO
root	nu`tritious	NO
root	`nutshell	NO
root	`nuzzle	NO
root	`nylon	NO
root	`nymph	NO
root	nympho`maniac	NO
root	nympho`mania	NO
root	`oaf	NO
root	`Oakland	NO
root	`oak	NO
root	`oar	NO
root	`oarsman	NO
root	o`asis	NO
root	`oath	NO
root	`oatmeal	NO
root	`oat	NO
root	`oats	NO
root	`obdurate	NO
root	o`beisance	NO
root	o`beisant	NO
root	`obelisk	NO
root	o`bese	NO
root	o`bey	NO
root	ob`fuscate	NO
root	o`bituary	NO
root	ob`jective	NO
root	`object	NO
root	ob`ject	NO
root	objet-d'art	NO
root	`oblate	NO
root	`obligate	NO
root	ob`lige	NO
root	ob`lique	NO
root	ob`literate	NO
root	ob`livion	NO
root	ob`livious	NO
root	`oblong	NO
root	`obloquy	NO
root	ob`noxious	NO
root	`oboe	NO
root	ob`scene	NO
root	ob`scure	NO
root	ob`sequious	NO
root	`obsequy	NO
root	ob`serve	NO
root	ob`sess	NO
root	ob`sidian	NO
root	obso`lescent	NO
root	obso`lete	NO
root	`obstacle	NO
root	ob`stetric	NO
root	`obstinate	NO
root	ob`streperous	NO
root	ob`struct	NO
root	ob`tain	NO
root	ob`trude	NO
root	ob`tuse	NO
root	`obverse	NO
root	`obviate	NO
root	`obvious	NO
root	oc`casion	NO
root	`occident	NO
root	oc`clude	NO
root	oc`cult	NO
root	`occupy	NO
root	oc`cur	NO
root	`oceanfront	NO
root	Oce`ania	NO
root	`ocean	NO
root	ocean`ography	NO
root	`oceanside	NO
root	`ocelot	NO
root	o'clock	NO
root	`octagon	NO
root	octa`hedron	NO
root	`octal	NO
root	`octane	NO
root	`octant	NO
root	`octave	NO
root	oc`tavo	NO
root	oc`tennial	NO
root	oc`tet	NO
root	oc`tillion	NO
root	Oc`tober	NO
root	octo`genarian	NO
root	`octopus	NO
root	`ocular	NO
root	`odd	NO
root	`odds	NO
root	`ode	NO
root	`odious	NO
root	`odium	NO
root	o`dometer	NO
root	`odor	NO
root	`odour	NO
root	`odyssey	NO
root	`o'er	NO
root	`offal	NO
root	off`beat	NO
root	of`fence	NO
root	of`fend	NO
root	of`fense	NO
root	`offer	NO
root	`offertory	NO
root	off`hand	NO
root	`officeholder	NO
root	`officemate	NO
root	`office	NO
root	`officer	NO
root	of`ficial	NO
root	of`ficiate	NO
root	of`ficious	NO
root	`offing	NO
root	`offload	NO
root	off	NO
root	`offprint	NO
root	`offset	NO
root	off`set	NO
root	`offshoot	NO
root	off`shore	NO
root	`offspring	NO
root	off`stage	NO
root	of	NO
root	`often	NO
root	`oftentimes	NO
root	`oft	NO
root	`ofttimes	NO
root	`ogle	NO
root	`ogre	NO
root	O`hio	NO
root	`ohmmeter	NO
root	`ohm	NO
root	oh	NO
root	`oilcloth	NO
root	`oilfield	NO
root	`oil	NO
root	`oilseed	NO
root	`ointment	NO
root	o`kay	NO
root	Oki`nawa	NO
root	Okla`homa	NO
root	`olden	NO
root	`old	NO
root	ole`ander	NO
root	`olefin	NO
root	oleo`margarine	NO
root	ol`factory	NO
root	`oligarch	NO
root	`oligarchy	NO
root	oli`gopoly	NO
root	`olive	NO
root	o`lympiad	NO
root	o`lympian	NO
root	o`lympic	NO
root	`Omaha	NO
root	O`man	NO
root	`ombudsman	NO
root	o`mega	NO
root	`omelet	NO
root	`omelette	NO
root	`omen	NO
root	`omicron	NO
root	`ominous	NO
root	o`mit	NO
root	`omnibus	NO
root	om`nipotent	NO
root	`omnipresent	NO
root	om`niscient	NO
root	`omnivore	NO
root	once	NO
root	on`cology	NO
root	`oncoming	NO
root	`one	NO
root	`onerous	NO
root	one`self	NO
root	`onetime	NO
root	one`upmanship	NO
root	`ongoing	NO
root	`onion	NO
root	`onlooker	NO
root	`only	NO
root	on	NO
root	o	NO
root	onomato`poeia	NO
root	`onrushing	NO
root	`onrush	NO
root	`onset	NO
root	`onslaught	NO
